id,begin_date,end_date,label,gare_source,duration
079f756d-48db-49fb-a9aa-8675ff99269b,2024-07-04 18:37:10,2024-07-04 20:06:16,bagage oublie,Boissy-Saint-Léger,0 days 01:29:06
c523e6d2-57d3-48fe-8625-4a583a89b516,2024-07-04 15:30:04,2024-07-04 16:41:35,signal alarme,Fontenay-sous-Bois,0 days 01:11:31
55fe27e7-99a2-41c2-8ad4-f6f5e47bffb8,2024-07-04 13:31:14,2024-07-04 13:37:02,signal alarme,Gare de Lyon,0 days 00:05:48
a5881350-5f11-4a8e-a967-78618c741bac,2024-07-04 11:05:17,2024-07-04 12:40:43,signal alarme,Nation,0 days 01:35:26
45c15591-387a-4d14-8fb7-5a57c24baddc,2024-07-04 06:46:38,2024-07-04 07:49:38,panne train,Cergy le Haut,0 days 01:03:00
7ca42139-a408-4f7c-8a12-4d7f065e2962,2024-07-03 20:11:13,2024-07-03 21:02:56,voyageur,Fontenay-sous-Bois,0 days 00:51:43
2fc19da5-8e43-48e9-a7bb-1c7dbd7a5484,2024-07-03 15:43:39,2024-07-03 15:46:52,voies,Noisiel,0 days 00:03:13
e8834d87-9f9b-4929-84c1-cda4e832cd38,2024-07-03 14:49:03,2024-07-03 14:50:07,intervention personnel,Charles de Gaulle-Etoile,0 days 00:01:04
07761928-9027-4e40-9a86-bc47367eaf8d,2024-07-03 14:35:51,2024-07-03 14:40:03,incident technique,La Défense,0 days 00:04:12
cb7e8b91-4f02-484b-8a50-e7d191a5f817,2024-07-03 14:25:39,2024-07-03 14:26:57,signal alarme,Val d'Europe,0 days 00:01:18
cc9d3a94-327c-4686-a495-7c4f12a867bd,2024-07-03 05:17:47,2024-07-03 05:39:41,incident exploitation,Maisons-Laffitte,0 days 00:21:54
c652b5f1-221f-4dd7-8058-e38633493852,2024-07-03 04:48:57,2024-07-03 05:16:19,bagage oublie,Marne-la-Vallée-Chessy,0 days 00:27:22
e5962d54-3c62-46cc-897e-bac5529767db,2024-07-02 19:14:24,2024-07-02 20:41:24,panne train,Nogent-sur-Marne,0 days 01:27:00
081db5f3-4c36-4fce-b874-d41631d064b4,2024-07-02 17:39:54,2024-07-02 18:44:39,signal alarme,Gare de Lyon,0 days 01:04:45
7f25c168-36da-4fb8-96d5-70ff7b18a167,2024-07-02 17:38:21,2024-07-02 17:49:28,panne train,Sartrouville,0 days 00:11:07
c1e9d28f-9f49-4099-821a-60a43aa1d81b,2024-07-02 14:29:35,2024-07-02 14:35:52,intervention personnel,Lognes,0 days 00:06:17
feacb827-aaad-4e2b-b265-90badf08c64e,2024-07-02 11:56:02,2024-07-02 12:52:22,bagage oublie,Marne-la-Vallée-Chessy,0 days 00:56:20
5b0e8684-0af3-41eb-8f94-4266a64ead6f,2024-07-02 10:08:22,2024-07-02 10:12:18,intervention personnel,Rueil-Malmaison,0 days 00:03:56
8f135c84-f91f-435a-afdd-bf4b0032a67b,2024-07-01 22:33:50,2024-07-01 23:42:21,incident technique,Marne-la-Vallée-Chessy,0 days 01:08:31
e71f4d50-e391-405e-bc22-ac0903696b4a,2024-07-01 22:28:24,2024-07-01 22:41:45,voyageur,Gare de Lyon,0 days 00:13:21
d442ce30-52ad-41ea-9907-bb3bbe79505b,2024-07-01 16:52:32,2024-07-01 16:55:12,voyageur,Châtelet les Halles,0 days 00:02:40
afe9b01c-d586-44b0-807b-64dc8a31bb3a,2024-07-01 16:02:39,2024-07-01 16:51:45,bagage oublie,Poissy,0 days 00:49:06
03715ae4-947b-4bbf-9b2f-deb72062bd5f,2024-07-01 11:11:44,2024-07-01 11:15:50,signal alarme,Gare de Lyon,0 days 00:04:06
e91f4fa8-09eb-437c-a948-af5894c713fa,2024-07-01 08:46:19,2024-07-01 09:09:20,incident exploitation,Achères Ville,0 days 00:23:01
a516c6c9-3300-4bee-b7b6-fd95591aa1d7,2024-07-01 06:49:32,2024-07-01 06:55:25,porte,Auber,0 days 00:05:53
12985a5a-46d6-4432-b8d4-d36c563d9fdf,2024-07-01 05:51:00,2024-07-01 06:01:07,porte,La Varenne-Chennevières,0 days 00:10:07
21b5ec24-bbec-4cbe-afe3-62b59ac75fec,2024-07-01 05:29:02,2024-07-01 05:33:09,signal alarme,Nogent-sur-Marne,0 days 00:04:07
e63574e4-7c73-4354-91b1-7436ea0c675b,2024-06-30 17:32:45,2024-06-30 18:23:16,signal alarme,Auber,0 days 00:50:31
d0e7d558-ba29-4bff-a2e8-0ae7c45d3695,2024-06-30 13:54:20,2024-06-30 14:34:08,panne electrique,Sucy-Bonneuil,0 days 00:39:48
f348841c-f6f4-4c30-a13b-c7bbdc8f1023,2024-06-29 17:16:16,2024-06-29 18:19:49,intervention personnel,Saint-Germain-en-Laye,0 days 01:03:33
d37e9a14-4bbb-423a-ae6a-52081dbd909d,2024-06-29 06:09:36,2024-06-29 06:15:26,intervention personnel,Bussy-Saint-Georges,0 days 00:05:50
56c5683a-7d20-41f3-b289-9db39790864a,2024-06-28 20:43:59,2024-06-28 22:37:18,incident exploitation,Boissy-Saint-Léger,0 days 01:53:19
d91d02de-9835-4aef-8476-3cd566eafb18,2024-06-28 18:54:36,2024-06-28 19:07:02,bagage oublie,Gare de Lyon,0 days 00:12:26
6fdde40d-a148-471f-8be9-4e7dd5caa5ef,2024-06-28 17:32:21,2024-06-28 17:48:03,voyageur,,0 days 00:15:42
2739dad5-990f-4a25-9e38-66228e03515c,2024-06-28 17:09:02,2024-06-28 17:11:46,voies,La Varenne-Chennevières,0 days 00:02:44
39ed5efe-68d5-41de-9b7a-ef90436b83ab,2024-06-28 15:56:17,2024-06-28 17:04:09,signalisation,Houilles-Carrières-sur-Seine,0 days 01:07:52
b27eb303-573d-4fae-9c99-e167a56487fb,2024-06-28 14:10:27,2024-06-28 15:47:40,incident technique,Fontenay-sous-Bois,0 days 01:37:13
d15bd1a5-7613-4420-99bc-9082298551f7,2024-06-28 06:36:46,2024-06-28 07:07:36,voies,Sartrouville,0 days 00:30:50
12b13145-ecfb-449b-9358-e2c3fa7f42cc,2024-06-27 17:45:06,2024-06-27 19:19:28,bagage oublie,Cergy le Haut,0 days 01:34:22
e4937ffc-f83a-48e6-9601-771ca6d65aa0,2024-06-27 16:47:03,2024-06-27 16:54:03,signal alarme,Fontenay-sous-Bois,0 days 00:07:00
9c78c830-4699-4409-846a-b526d3e4b112,2024-06-27 16:28:48,2024-06-27 17:38:11,porte,Sucy-Bonneuil,0 days 01:09:23
447e9689-a92a-4471-b347-024e2c583cf6,2024-06-27 14:49:18,2024-06-27 15:50:40,porte,Sucy-Bonneuil,0 days 01:01:22
d32bd899-97b2-4b71-8125-943044470996,2024-06-27 10:48:11,2024-06-27 10:49:33,porte,Joinville-le-Pont,0 days 00:01:22
6870d5da-1442-4aa7-8860-f11c3dbd91a0,2024-06-27 09:48:01,2024-06-27 09:50:29,intervention personnel,Auber,0 days 00:02:28
59f80fce-5811-44a5-af3b-8f90a1d70f63,2024-06-27 05:13:26,2024-06-27 05:17:54,porte,Châtelet les Halles,0 days 00:04:28
598d2b2c-df8f-4c1c-aa68-e083a858be0f,2024-06-26 22:07:31,2024-06-26 22:33:59,incident exploitation,Gare de Lyon,0 days 00:26:28
7e25eff6-aaf3-418d-af0d-1556689e91e4,2024-06-26 17:13:36,2024-06-26 18:18:56,signalisation,Neuilly-Plaisance,0 days 01:05:20
bbd83706-7bbe-41bd-b5e7-62348e91ba4b,2024-06-26 16:02:29,2024-06-26 16:05:24,signal alarme,Val d'Europe,0 days 00:02:55
c39a70e3-35da-41f3-966e-60a365a8e5ec,2024-06-26 15:19:59,2024-06-26 16:45:24,porte,Torcy,0 days 01:25:25
0d0bda0d-b8c5-4d65-ab31-b4c3c1ac4b38,2024-06-26 11:56:10,2024-06-26 12:07:07,panne electrique,Bussy-Saint-Georges,0 days 00:10:57
05376cb2-7037-4667-962d-502ec7d55da9,2024-06-26 10:16:58,2024-06-26 10:48:22,voies,Sartrouville,0 days 00:31:24
6efce3ac-e52d-40f2-8f36-dc9c532d289b,2024-06-26 07:37:31,2024-06-26 07:39:45,voyageur,Châtelet les Halles,0 days 00:02:14
4143e80c-012d-46d4-945a-976ef78bc08a,2024-06-26 07:24:13,2024-06-26 08:42:51,incident technique,Gare de Lyon,0 days 01:18:38
1c2008e0-ca43-49f9-9871-8b6099feb639,2024-06-26 06:42:06,2024-06-26 06:48:50,signal alarme,Charles de Gaulle-Etoile,0 days 00:06:44
6643583d-fa6d-4d9a-ad6f-b457d46a54fe,2024-06-26 04:34:00,2024-06-26 04:40:27,signal alarme,Auber,0 days 00:06:27
0709afc4-a269-420a-b06d-7db8cd39655f,2024-06-26 03:20:57,2024-06-26 03:44:29,chantier,Marne-la-Vallée-Chessy,0 days 00:23:32
29f6e9a9-f8a9-4df6-8784-50e1781af28c,2024-06-25 18:51:56,2024-06-25 21:15:33,panne train,Boissy-Saint-Léger,0 days 02:23:37
95f8c4a4-e3f5-4d94-b394-db25224ac88b,2024-06-25 16:20:18,2024-06-25 16:23:10,incident technique,Vincennes,0 days 00:02:52
a6dc7d50-4c7f-4dd3-9370-19578a564447,2024-06-25 11:45:28,2024-06-25 11:48:01,signalisation,Val d'Europe,0 days 00:02:33
9cc7b625-e82f-4d7c-9c9b-f9967f202f3c,2024-06-25 11:43:26,2024-06-25 11:46:50,signalisation,Marne-la-Vallée-Chessy,0 days 00:03:24
da17720d-576e-4ad6-876d-f4f6195c3e2f,2024-06-25 07:41:37,2024-06-25 07:44:51,voies,Nanterre Ville,0 days 00:03:14
fd8798c8-5cc9-4153-9854-b652367d64ee,2024-06-25 06:56:07,2024-06-25 06:57:18,signal alarme,La Défense,0 days 00:01:11
895d8328-c216-4d99-b204-e78d344cb60a,2024-06-25 04:51:25,2024-06-25 05:49:42,panne train,Sucy-Bonneuil,0 days 00:58:17
3897902a-f4c4-4c11-b11c-b2c20b1e3082,2024-06-25 04:32:55,2024-06-25 04:36:29,porte,La Défense,0 days 00:03:34
1dfa43e5-c72a-4228-890d-181307e90cea,2024-06-24 20:31:40,2024-06-25 00:05:21,voyageur,Nation,0 days 03:33:41
b141beff-c37b-4598-83ec-bbf1b19ed74c,2024-06-24 16:57:52,2024-06-24 18:01:22,signal alarme,Neuilly-Plaisance,0 days 01:03:30
912327ac-d6b9-4cbf-be57-719ae1f93ec9,2024-06-24 16:35:10,2024-06-24 16:37:53,voyageur,Bry-sur-Marne,0 days 00:02:43
5164fcdf-7668-42df-9848-db599289b07f,2024-06-24 08:39:32,2024-06-24 10:30:47,panne electrique,Achères Ville,0 days 01:51:15
77a0ab6e-f59c-4d12-a34f-24d983d08473,2024-06-24 05:05:31,2024-06-24 08:31:13,bagage oublie,Lognes,0 days 03:25:42
e396130f-cc11-47d6-be49-dd692013903e,2024-06-22 11:49:06,2024-06-22 13:47:42,voies,La Défense,0 days 01:58:36
483cf416-70b9-405d-b611-69c64b7c5f16,2024-06-22 11:09:27,2024-06-22 11:32:31,incident exploitation,La Défense,0 days 00:23:04
3bd58c99-5cb6-4138-b451-4db20cd0d0d7,2024-06-22 05:10:45,2024-06-22 05:30:57,voies,Cergy le Haut,0 days 00:20:12
bc662b95-c1da-4115-a908-76f1cac55cf6,2024-06-21 19:55:57,2024-06-21 20:32:09,incident exploitation,Nanterre Préfecture,0 days 00:36:12
19607b32-d550-46c1-8701-3ee9131306ce,2024-06-21 17:19:11,2024-06-21 17:52:21,ajustement intervalle,Joinville-le-Pont,0 days 00:33:10
1096654c-1be5-411f-8e11-d1e3f464494e,2024-06-21 17:13:03,2024-06-21 19:31:46,signal alarme,Châtelet les Halles,0 days 02:18:43
bf2c16d2-c2f4-4bf4-9c55-d743db869522,2024-06-21 13:53:50,2024-06-21 13:54:29,intervention personnel,Rueil-Malmaison,0 days 00:00:39
dd6452c1-4a43-4714-935f-571d01987ec7,2024-06-21 12:24:12,2024-06-21 12:31:45,signal alarme,Nanterre Préfecture,0 days 00:07:33
d325c9e0-c5cd-449b-9e33-b770581970ff,2024-06-21 11:53:46,2024-06-21 11:58:58,signal alarme,Bussy-Saint-Georges,0 days 00:05:12
c5e20234-15b9-4930-94fd-e58af5e31306,2024-06-21 07:27:00,2024-06-21 08:12:03,bagage oublie,Houilles-Carrières-sur-Seine,0 days 00:45:03
791336b9-b005-49c4-9302-572e627d3628,2024-06-21 05:41:51,2024-06-21 07:29:21,panne electrique,La Défense,0 days 01:47:30
98b9ba4e-f834-4d38-add7-d65f8adab386,2024-06-21 03:16:24,2024-06-21 03:27:56,chantier,Châtelet les Halles,0 days 00:11:32
c8d8b678-e39d-4844-9a63-2d87c2ce1e62,2024-06-20 22:37:08,2024-06-20 23:01:02,panne train,Marne-la-Vallée-Chessy,0 days 00:23:54
3c133e08-29f2-45f2-a92c-bc6febc2b52f,2024-06-20 20:59:58,2024-06-20 21:44:39,panne train,Châtelet les Halles,0 days 00:44:41
44eeda0b-076a-4e88-a2e9-4306a461555a,2024-06-20 18:39:59,2024-06-20 19:24:23,panne train,Maisons-Laffitte,0 days 00:44:24
ff66869e-4c64-48db-bcbf-4ed275de9e34,2024-06-20 13:55:30,2024-06-20 14:16:44,signalisation,Torcy,0 days 00:21:14
ac1f84ee-1810-4ba8-bf88-d72cadb0446f,2024-06-20 10:20:33,2024-06-20 10:25:30,ajustement intervalle,Vincennes,0 days 00:04:57
894691ac-7bfb-460d-9202-b1a0a3c5f6d9,2024-06-20 09:11:26,2024-06-20 09:16:36,incident technique,Torcy,0 days 00:05:10
4ccf1fd6-d1de-4549-9113-f1499aa192cd,2024-06-20 08:18:58,2024-06-20 08:19:52,signal alarme,Torcy,0 days 00:00:54
c7eefb7a-9565-49a2-96be-2d6632a0ffe5,2024-06-20 07:12:38,2024-06-20 08:30:23,voies,Achères Grand Cormier,0 days 01:17:45
7ce586c9-8d17-416d-9aad-bd1f56200ff4,2024-06-20 04:07:23,2024-06-20 04:30:15,panne train,Poissy,0 days 00:22:52
bc97bb66-a180-46e9-8b1d-be94c095eb85,2024-06-19 21:58:44,2024-06-19 23:04:43,incident exploitation,Boissy-Saint-Léger,0 days 01:05:59
d98f4e29-02b8-420e-9bfe-35549aa1f2b5,2024-06-19 19:47:42,2024-06-19 20:20:56,voies,Cergy le Haut,0 days 00:33:14
2f3f73bd-a2b1-444c-bfb3-44c551f13f7c,2024-06-19 16:08:23,2024-06-19 16:30:32,signal alarme,Nanterre Ville,0 days 00:22:09
3c54a44a-73d3-4e38-8eb6-316dd773ecc0,2024-06-19 15:39:09,2024-06-19 16:01:11,intervention personnel,Boissy-Saint-Léger,0 days 00:22:02
262b5b2d-9842-4a6b-9375-04b168ebc72c,2024-06-19 11:54:05,2024-06-19 12:10:02,incident exploitation,Poissy,0 days 00:15:57
6786d1fd-49dd-4bab-92a9-f691b5b089bf,2024-06-19 08:57:52,2024-06-19 08:59:30,intervention personnel,Torcy,0 days 00:01:38
c7e79871-db7c-4d0a-b21c-63077c4e19fc,2024-06-19 06:24:06,2024-06-19 06:47:26,intervention personnel,Nanterre Préfecture,0 days 00:23:20
3c7a1342-160a-420b-9483-031beed48882,2024-06-18 18:14:56,2024-06-18 19:41:41,voies,Bussy-Saint-Georges,0 days 01:26:45
73294d34-2ed0-4a28-b43c-6b11abb799a4,2024-06-18 14:47:57,2024-06-18 16:02:53,signal alarme,Châtelet les Halles,0 days 01:14:56
80da3ce8-a9e2-42b9-8f46-ee79f5f17cd3,2024-06-18 14:32:50,2024-06-18 14:36:41,signal alarme,Bry-sur-Marne,0 days 00:03:51
d0ec7904-64c2-4521-92a4-90a6fbbd651e,2024-06-18 10:24:40,2024-06-18 10:27:10,voies,Bussy-Saint-Georges,0 days 00:02:30
5f800cc2-5447-46d0-9b95-9ef08db1cc42,2024-06-18 07:31:29,2024-06-18 08:00:19,signal alarme,Rueil-Malmaison,0 days 00:28:50
a274bbe6-baf1-4935-a88a-f1920db5b328,2024-06-18 06:24:41,2024-06-18 07:23:17,panne train,,0 days 00:58:36
5ee3bdf0-1a4b-44f3-8d3a-b7ec0788d0a4,2024-06-18 06:23:10,2024-06-18 06:24:17,porte,Champigny,0 days 00:01:07
d890b46b-0c37-4c89-91d8-7807f9207229,2024-06-18 06:12:07,2024-06-18 06:13:37,intervention personnel,Nanterre Préfecture,0 days 00:01:30
c40bd5e6-2b59-46af-8ba1-6267522c036e,2024-06-17 18:47:58,2024-06-17 19:11:40,porte,Nanterre Préfecture,0 days 00:23:42
2a02950b-8aa5-4398-bbdb-3bb162c45f60,2024-06-17 15:58:15,2024-06-17 16:01:13,intervention personnel,Auber,0 days 00:02:58
edc40217-4fb8-4da4-b79a-ec4935936516,2024-06-17 15:17:13,2024-06-17 15:20:53,panne train,Saint-Germain-en-Laye,0 days 00:03:40
cb096e59-9466-4bae-a28c-b7f26f0c6d56,2024-06-17 15:00:02,2024-06-17 15:02:10,intervention personnel,La Varenne-Chennevières,0 days 00:02:08
f5874619-05b1-4e6f-8b4b-a8c910aa30b8,2024-06-17 12:23:21,2024-06-17 12:31:00,intervention personnel,Torcy,0 days 00:07:39
4e39d973-f6be-45d5-b93e-a8cce6966c7f,2024-06-17 11:01:48,2024-06-17 11:05:22,signal alarme,Châtelet les Halles,0 days 00:03:34
2c1ab6ce-f8b0-49e8-a146-73191cd37267,2024-06-17 10:47:51,2024-06-18 04:21:29,porte,Châtelet les Halles,0 days 17:33:38
ab793f3b-ce11-4d7a-a0b1-20ee8ba0da63,2024-06-17 09:53:58,2024-06-17 10:03:47,intervention personnel,Noisy-le-Grand-Mont d'Est,0 days 00:09:49
a0c39cf8-38ad-4476-a5c2-181b84783553,2024-06-17 09:01:10,2024-06-17 10:15:22,bagage oublie,Noisiel,0 days 01:14:12
d637b3af-f6c0-4377-9230-43626ae73aef,2024-06-17 06:09:18,2024-06-17 06:13:27,signal alarme,Sucy-Bonneuil,0 days 00:04:09
0db30b7c-a04b-4b37-9be1-bd3f5d486ea4,2024-06-17 06:00:55,2024-06-17 08:58:07,voyageur,Fontenay-sous-Bois,0 days 02:57:12
42eb22c9-f280-4e0c-bf77-a851c5412d2e,2024-06-17 04:14:06,2024-06-17 04:16:49,signal alarme,Torcy,0 days 00:02:43
cc6c896a-8786-4f9b-a20c-ecd9269329b3,2024-06-16 17:35:56,2024-06-16 18:32:56,incident exploitation,Torcy,0 days 00:57:00
a13097b3-31d5-4024-803c-cb638637924e,2024-06-16 16:44:39,2024-06-16 17:12:34,panne train,Cergy le Haut,0 days 00:27:55
ebf6ebe8-e08d-4097-b7f2-0261963adc1b,2024-06-16 07:07:48,2024-06-16 08:02:50,voyageur,Noisy-le-Grand-Mont d'Est,0 days 00:55:02
1ca6f99a-bbeb-4969-b430-7b1438b20cff,2024-06-16 03:44:50,2024-06-16 04:57:07,incident exploitation,Poissy,0 days 01:12:17
70265e58-53d7-4be3-b7e5-87f76b01a640,2024-06-14 17:58:47,2024-06-14 18:02:04,signal alarme,Nation,0 days 00:03:17
2bc17692-2bcc-46fb-80c6-eaa8b01632d6,2024-06-14 15:22:57,2024-06-14 15:35:51,panne train,Nanterre Préfecture,0 days 00:12:54
1fe4b83a-d532-4513-ba37-e75c2ef7e844,2024-06-14 15:17:03,2024-06-14 17:30:25,incident exploitation,Boissy-Saint-Léger,0 days 02:13:22
ca3cf39e-1db0-4fbf-8801-16deb1958f13,2024-06-14 13:46:27,2024-06-14 15:18:14,intervention personnel,Sartrouville,0 days 01:31:47
ae17614e-0b1a-40b7-beba-b85125d47fd3,2024-06-14 12:58:06,2024-06-14 12:59:12,intervention personnel,Torcy,0 days 00:01:06
f64c9d2d-7712-4183-af59-d3ca54bdf3a2,2024-06-14 12:21:24,2024-06-14 12:25:28,signal alarme,Val d'Europe,0 days 00:04:04
cb834681-1948-4695-88b4-923e4850994b,2024-06-14 12:20:17,2024-06-14 12:22:13,incident technique,La Défense,0 days 00:01:56
1a7a744f-e430-4ba0-b46b-91c9cea3fbc6,2024-06-14 11:40:29,2024-06-14 11:52:53,bagage oublie,Marne-la-Vallée-Chessy,0 days 00:12:24
80d5a87c-9b10-4dc9-9dbf-1c4f4b4eedb6,2024-06-14 08:32:37,2024-06-14 10:51:56,voies,Nation,0 days 02:19:19
555c2812-1952-4544-92e6-6c9cf6462c51,2024-06-14 05:29:09,2024-06-14 07:57:19,voies,Nation,0 days 02:28:10
be0b7988-2e25-474b-923f-26628fe1c15e,2024-06-14 04:18:07,2024-06-14 04:27:59,panne train,Neuville Université,0 days 00:09:52
02531a87-455f-49b1-9f18-dde88e3f6920,2024-06-13 17:28:28,2024-06-13 17:33:00,signal alarme,Vincennes,0 days 00:04:32
e90d93b3-b2b1-4aa0-8f5f-63ef6c88b5f0,2024-06-13 15:21:13,2024-06-13 15:24:09,signal alarme,Châtelet les Halles,0 days 00:02:56
f736406f-7881-4173-813e-3fa18fa7cd5e,2024-06-13 13:21:58,2024-06-13 13:45:04,voies,Achères Ville,0 days 00:23:06
41efb3f6-8e9f-4f8f-9470-0830f696f898,2024-06-12 19:19:56,2024-06-12 21:10:39,catenaires,,0 days 01:50:43
cc54c082-d75d-46b6-be9f-4b8d984cd5e5,2024-06-12 16:09:42,2024-06-12 18:00:13,porte,Gare de Lyon,0 days 01:50:31
0ccab611-e85c-44f6-b468-59352800754d,2024-06-12 14:47:29,2024-06-12 14:48:58,intervention personnel,Gare de Lyon,0 days 00:01:29
c8984060-ec8a-4c0f-8231-7d8179d6ee19,2024-06-12 06:54:15,2024-06-12 08:24:13,panne train,Auber,0 days 01:29:58
b9121e88-0b69-4c65-97cb-7b9bf5f0a8d5,2024-06-12 03:30:38,2024-06-12 05:41:30,panne train,Fontenay-sous-Bois,0 days 02:10:52
6300823f-11ae-40f0-b207-b0dbd08aa109,2024-06-11 20:40:57,2024-06-11 20:54:42,voyageur,Vincennes,0 days 00:13:45
2921528c-1a70-4231-a94a-6debe1dbf4d7,2024-06-11 17:14:35,2024-06-11 18:47:39,signal alarme,Boissy-Saint-Léger,0 days 01:33:04
929bac3b-20fc-4f66-854e-9903c642ff59,2024-06-11 16:15:28,2024-06-11 16:17:32,signal alarme,Nanterre Ville,0 days 00:02:04
2aa26330-5fb9-45eb-ac23-9fa8ead018df,2024-06-11 15:26:55,2024-06-11 15:33:51,signal alarme,Fontenay-sous-Bois,0 days 00:06:56
0f69468d-173a-4e64-8a8f-cf2dcc565b7d,2024-06-11 14:41:26,2024-06-11 14:43:03,incident exploitation,Torcy,0 days 00:01:37
d6f35705-a429-4f1a-ba70-6d9031be7efd,2024-06-11 10:52:43,2024-06-11 11:43:46,signal alarme,Charles de Gaulle-Etoile,0 days 00:51:03
4e4220c8-1ab3-4169-864a-50aa61f886de,2024-06-11 09:17:39,2024-06-11 10:20:25,bagage oublie,Val d'Europe,0 days 01:02:46
cde9c7b5-887b-4049-acb5-7c539a84b089,2024-06-11 04:47:50,2024-06-11 05:44:14,incident exploitation,Nanterre Préfecture,0 days 00:56:24
27825a52-6357-4433-bedb-0c101f8a1db7,2024-06-10 21:59:56,2024-06-10 23:03:48,voies,Champigny,0 days 01:03:52
fd07cda2-034c-4050-bfd8-ac189bfc0a2a,2024-06-10 18:49:17,2024-06-10 21:39:34,panne train,Neuville Université,0 days 02:50:17
941345e7-e829-4b35-b766-9f2ce4d581e0,2024-06-10 17:49:31,2024-06-10 17:51:06,intervention personnel,Rueil-Malmaison,0 days 00:01:35
adba3135-f66f-4ab1-a2b1-c9c383fea4db,2024-06-10 16:47:30,2024-06-10 17:34:46,voyageur,Conflans Fin d'Oise,0 days 00:47:16
b5fda192-1ddc-423a-bb73-1fcf494387d9,2024-06-10 16:35:35,2024-06-10 16:37:33,signal alarme,Cergy le Haut,0 days 00:01:58
b596af51-9622-4527-984b-94e1ec9df916,2024-06-10 13:06:04,2024-06-10 13:49:46,voyageur,Saint-Maur-Créteil,0 days 00:43:42
33bcb441-ca4c-42c5-a3b3-5de2fc01ca22,2024-06-10 11:33:24,2024-06-10 12:41:19,voies,Poissy,0 days 01:07:55
977b9e43-6715-41af-ac8e-e97af942a52b,2024-06-10 09:03:39,2024-06-10 09:09:20,porte,Nation,0 days 00:05:41
6b9f2f0d-d6f4-4020-b755-0155d97a53ed,2024-06-10 05:27:32,2024-06-10 07:47:58,porte,Boissy-Saint-Léger,0 days 02:20:26
0f7268c9-d779-4240-96be-8774734c892b,2024-06-09 15:01:17,2024-06-09 15:28:26,bagage oublie,Joinville-le-Pont,0 days 00:27:09
70c3ac65-d9eb-4ad5-95f8-11e6d1ff4f13,2024-06-09 04:48:10,2024-06-09 05:06:41,incident exploitation,Cergy le Haut,0 days 00:18:31
83bd1009-e344-4b92-8570-5c9e8d8660de,2024-06-08 21:30:23,2024-06-08 21:56:38,voyageur,Sartrouville,0 days 00:26:15
25b0b162-ff0a-428b-a1dc-4968dd225e2e,2024-06-08 16:54:02,2024-06-08 17:34:35,voyageur,Bussy-Saint-Georges,0 days 00:40:33
b4dbe97e-da34-456a-a709-b7adf31164ae,2024-06-08 13:02:32,2024-06-08 13:40:17,voyageur,Nanterre Préfecture,0 days 00:37:45
facc720c-d404-4c12-88d3-9b167ab313e8,2024-06-08 04:48:27,2024-06-08 04:52:39,signal alarme,Noisiel,0 days 00:04:12
f80f6b2e-d423-48c7-af87-d4ce1c551c16,2024-06-07 16:58:36,2024-06-07 17:48:08,intervention personnel,Nanterre Université,0 days 00:49:32
84f38f43-98ce-4d54-828c-f62402255dc0,2024-06-07 15:28:46,2024-06-07 16:16:55,incident technique,Nanterre Préfecture,0 days 00:48:09
f2ebd30e-1722-47c3-9ebd-fe8bf9e1982a,2024-06-07 12:51:44,2024-06-07 12:58:23,signal alarme,Nanterre Ville,0 days 00:06:39
d6df2025-869f-4522-b356-111956664b6c,2024-06-07 10:29:29,2024-06-07 10:31:25,incident technique,Auber,0 days 00:01:56
5e2cf31d-0ac3-4438-9da9-882272cdef4b,2024-06-07 09:35:29,2024-06-07 09:37:13,intervention personnel,Gare de Lyon,0 days 00:01:44
835c8d5d-9726-4302-a46e-5c4f16e3100a,2024-06-07 08:07:48,2024-06-07 08:34:04,incident exploitation,Nanterre Préfecture,0 days 00:26:16
c676bd0d-7f2e-45bb-931d-7a831e29442d,2024-06-07 07:18:43,2024-06-07 08:05:41,panne train,Cergy le Haut,0 days 00:46:58
804629d9-3806-4e3b-b436-781715a0e386,2024-06-07 06:48:55,2024-06-07 06:51:19,panne electrique,Neuilly-Plaisance,0 days 00:02:24
cdd1ca29-b317-4b1b-8107-7181ef6e4e36,2024-06-07 02:52:02,2024-06-07 05:59:05,panne train,Cergy le Haut,0 days 03:07:03
f8a62258-3430-405a-9aba-fc44f7f3385e,2024-06-06 22:07:04,2024-06-06 22:50:06,voies,Torcy,0 days 00:43:02
5b34dfbf-447a-448e-855e-be14d1eb2432,2024-06-06 15:55:34,2024-06-06 17:05:02,"voyageur,panne train",Saint-Germain-en-Laye,0 days 01:09:28
8bf5327c-2b22-42ff-9fa9-08b63448bfc7,2024-06-06 15:26:35,2024-06-06 15:33:16,signal alarme,Nanterre Université,0 days 00:06:41
b11c6997-94a0-46fe-9844-7593cae4e082,2024-06-06 14:07:05,2024-06-06 14:12:00,incident technique,Auber,0 days 00:04:55
7254fd29-fd67-4494-9748-b3355271e00b,2024-06-06 10:25:27,2024-06-06 11:33:27,voyageur,Cergy le Haut,0 days 01:08:00
1c4b8f2b-f595-4182-bbf8-d9746f4f9830,2024-06-06 09:22:25,2024-06-06 09:24:09,bagage oublie,Neuilly-Plaisance,0 days 00:01:44
03fe5305-4263-46ad-a89a-4844f8ce1cac,2024-06-05 20:02:29,2024-06-05 20:05:49,incident exploitation,Rueil-Malmaison,0 days 00:03:20
